	MNase_Overlap_5read1-SHIFT80_combined.cdt
Nuc-3462459-chr3_121545783_121545947_stddev=15.67219603411902	32.0
Nuc-3463879-chr3_122514728_122514892_stddev=24.528894525980306	2.0
Nuc-3498369-chr3_141738538_141738702_stddev=19.44150771473813	1.0
Nuc-3280709-chr3_3126990_3127154_stddev=15.702621247727617	3.0
Nuc-3790280-chr4_127880958_127881122_stddev=18.156779424040334	102.0
Nuc-3604751-chr4_1721531_1721695_stddev=12.617844506887854	0.0
Nuc-3858231-chr4_184649771_184649935_stddev=24.593105978668184	94.0
Nuc-3646057-chr4_25312832_25312996_stddev=16.77564056982454	100.0
Nuc-3618551-chr4_6640718_6640882_stddev=17.826344176886153	43.0
Nuc-3622274-chr4_7939661_7939825_stddev=25.230052626888348	0.0
Nuc-3751399-chr4_99088514_99088678_stddev=15.378075533063027	57.0
Nuc-3870158-chr5_1111863_1112027_stddev=23.320307345613553	0.0
Nuc-4115810-chr5_140691500_140691664_stddev=20.92778588915278	70.0
Nuc-4116574-chr5_141320577_141320741_stddev=19.22732430682959	40.0
Nuc-4137176-chr5_150758813_150758977_stddev=14.705432324631547	154.0
Nuc-3942916-chr5_41870302_41870466_stddev=17.655468148864124	9.0
Nuc-3966430-chr5_55534849_55535013_stddev=21.933763926877667	9.0
Nuc-4462989-chr6_135497541_135497705_stddev=19.75678002972289	17.0
Nuc-4468233-chr6_137219189_137219353_stddev=13.634190902608582	18.0
Nuc-4363446-chr6_70566961_70567125_stddev=19.252705437591537	13.0
Nuc-4380810-chr6_83859718_83859882_stddev=10.363879582472965	33.0
Nuc-4785346-chr7_106112093_106112257_stddev=22.330986719441977	10.0
Nuc-4811910-chr7_116499761_116499925_stddev=24.91508068770279	16.0
Nuc-4881960-chr7_140062707_140062871_stddev=23.73493077250301	0.0
Nuc-4572181-chr7_5513599_5513763_stddev=20.975661969571505	6.0
Nuc-4685489-chr7_66996903_66997067_stddev=23.386378750423592	88.0
Nuc-4981700-chr8_23246676_23246840_stddev=19.47363345654837	31.0
Nuc-5353873-chr9_129835072_129835236_stddev=17.769626816233608	117.0
Nuc-5366744-chr9_133478930_133479094_stddev=11.511526200164065	2.0
Nuc-5375650-chr9_136482847_136483011_stddev=12.80272323461779	0.0
Nuc-5205919-chr9_33076467_33076631_stddev=14.477914214416385	64.0
Nuc-5210807-chr9_35102945_35103109_stddev=13.685366498502956	42.0
Nuc-5191207-chr9_3526514_3526678_stddev=8.12718476554424	12.0
Nuc-5281239-chr9_96854303_96854467_stddev=19.766784305315145	21.0
Nuc-5552222-chrX_101098232_101098396_stddev=11.794463743638369	65.0
Nuc-5573232-chrX_123732842_123733006_stddev=10.732543966832841	27.0
Nuc-5510624-chrX_40580988_40581152_stddev=12.987173159185437	0.0
Nuc-41088-chr1_11762201_11762365_stddev=19.830733160952075	35.0
Nuc-55911-chr1_15975891_15976055_stddev=19.190564811327928	10.0
Nuc-391601-chr1_160343062_160343226_stddev=25.814700469511138	46.0
Nuc-396584-chr1_161749831_161749995_stddev=13.419287944661447	18.0
Nuc-507829-chr1_204516446_204516610_stddev=19.001907342129865	25.0
Nuc-99029-chr1_27012651_27012815_stddev=12.381911338523699	2.0
Nuc-120124-chr1_32394232_32394396_stddev=20.39792844297045	65.0
Nuc-145721-chr1_39491669_39491833_stddev=19.297422000561852	0.0
Nuc-149774-chr1_40531709_40531873_stddev=20.611635213462314	132.0
Nuc-151603-chr1_40979736_40979900_stddev=17.66016357656464	18.0
Nuc-156614-chr1_42456579_42456743_stddev=12.329672880224088	2.0
Nuc-225779-chr1_67054195_67054359_stddev=17.713747754332854	54.0
Nuc-226972-chr1_67430204_67430368_stddev=18.653872041717246	21.0
Nuc-849974-chr10_100987588_100987752_stddev=20.20226442479341	35.0
Nuc-854819-chr10_102918591_102918755_stddev=21.34478859112922	0.0
Nuc-864711-chr10_112446712_112446876_stddev=11.9870763741623	47.0
Nuc-878503-chr10_123009043_123009207_stddev=22.928202706248975	4.0
Nuc-727906-chr10_45972528_45972692_stddev=21.278187086186186	44.0
Nuc-843879-chr10_97687040_97687204_stddev=14.243688183234864	13.0
Nuc-1146228-chr11_124800200_124800364_stddev=12.798828071350908	0.0
Nuc-961098-chr11_33161278_33161442_stddev=10.49887286145264	83.0
Nuc-966662-chr11_34916676_34916840_stddev=23.282219146702097	61.0
Nuc-1024867-chr11_65890701_65890865_stddev=21.897131661475665	1.0
Nuc-1025309-chr11_66001947_66002111_stddev=25.356963732988568	82.0
Nuc-1043885-chr11_71787582_71787746_stddev=19.352793396429828	0.0
Nuc-1060974-chr11_76783362_76783526_stddev=18.594622878671135	1.0
Nuc-895254-chr11_798089_798253_stddev=20.503658210182884	0.0
Nuc-1187307-chr12_12725956_12726120_stddev=14.336303568214506	39.0
Nuc-1270797-chr12_56725129_56725293_stddev=22.967223021805083	112.0
Nuc-1286900-chr12_66169770_66169934_stddev=16.34671893611127	35.0
Nuc-1294642-chr12_69585488_69585652_stddev=20.089256613735536	41.0
Nuc-1436769-chr13_23889201_23889365_stddev=6.944222218666553	2.0
Nuc-1451365-chr13_36214347_36214511_stddev=18.46317656550164	29.0
Nuc-1452316-chr13_37059451_37059615_stddev=22.390777985043535	5.0
Nuc-1454183-chr13_39655716_39655880_stddev=20.54817510145366	11.0
Nuc-1633012-chr14_103562457_103562621_stddev=13.245078284609423	0.0
Nuc-1560058-chr14_50116368_50116532_stddev=15.877618380352223	22.0
Nuc-1566743-chr14_55191377_55191541_stddev=19.567200777331127	91.0
Nuc-1831948-chr15_101652161_101652325_stddev=14.399199856996885	2.0
Nuc-1666056-chr15_34101669_34101833_stddev=17.81378394575486	104.0
Nuc-1694125-chr15_44537203_44537367_stddev=22.269654240692645	1.0
Nuc-1694547-chr15_44663461_44663625_stddev=6.696230743697495	5.0
Nuc-1703281-chr15_50182408_50182572_stddev=19.907812226719468	15.0
Nuc-1747065-chr15_67254869_67255033_stddev=17.98130974095046	30.0
Nuc-1760825-chr15_72686244_72686408_stddev=17.187487373732736	52.0
Nuc-1795118-chr15_84654085_84654249_stddev=12.755124981606366	59.0
Nuc-1867323-chr16_11976429_11976593_stddev=19.292744750294087	72.0
Nuc-1838113-chr16_1420537_1420701_stddev=20.382912892818318	18.0
Nuc-1888320-chr16_20806667_20806831_stddev=23.102087507148106	67.0
Nuc-1897127-chr16_23557146_23557310_stddev=19.24917172880168	28.0
Nuc-1915871-chr16_29900397_29900561_stddev=14.067350822675957	6.0
Nuc-1930710-chr16_46621167_46621331_stddev=12.616952880945542	4.0
Nuc-1850151-chr16_5033719_5033883_stddev=24.055568172687238	15.0
Nuc-1966894-chr16_67247315_67247479_stddev=22.836509646605503	22.0
Nuc-2012340-chr16_84186841_84187005_stddev=14.729847249717155	43.0
Nuc-2081632-chr17_28357685_28357849_stddev=19.90577805562998	32.0
Nuc-2081719-chr17_28384621_28384785_stddev=14.350530173585078	59.0
Nuc-2120551-chr17_42998470_42998634_stddev=20.982986305235826	97.0
Nuc-2131819-chr17_47189066_47189230_stddev=19.845626442339604	42.0
Nuc-2132085-chr17_47253980_47254144_stddev=21.813069476806792	4.0
Nuc-2157633-chr17_57849845_57850009_stddev=21.7254710823494	62.0
Nuc-2202333-chr17_75289197_75289361_stddev=21.599408296884206	22.0
Nuc-2223120-chr17_81238852_81239016_stddev=17.301252363147974	1.0
Nuc-2225959-chr17_82037502_82037666_stddev=21.2235718011837	1.0
Nuc-2349716-chr18_74496398_74496562_stddev=24.381801045497486	2.0
Nuc-2415497-chr19_18521868_18522032_stddev=22.125902367034783	8.0
Nuc-2418032-chr19_19203211_19203375_stddev=20.098069508268292	87.0
Nuc-2451658-chr19_36114688_36114852_stddev=21.383039423805027	23.0
Nuc-2453860-chr19_37692114_37692278_stddev=13.216111379675944	46.0
Nuc-2453902-chr19_37719545_37719709_stddev=20.268448386593388	50.0
Nuc-2478991-chr19_45862945_45863109_stddev=15.291246588235445	29.0
Nuc-2356760-chr19_460058_460222_stddev=26.9428722920727	22.0
Nuc-2510883-chr19_57814692_57814856_stddev=20.959186530015902	49.0
Nuc-2511002-chr19_57849883_57850047_stddev=15.406852168759197	50.0
Nuc-2358065-chr19_892979_893143_stddev=10.498677165349081	0.0
Nuc-2386497-chr19_9621014_9621178_stddev=18.750419496441058	101.0
Nuc-2387071-chr19_9827953_9828117_stddev=20.753553912523028	16.0
Nuc-2730558-chr2_106194098_106194262_stddev=21.917749772776418	1.0
Nuc-2761606-chr2_121649823_121649987_stddev=17.25606056716242	74.0
Nuc-2783338-chr2_134918873_134919037_stddev=22.37273466070581	47.0
Nuc-2901405-chr2_199955291_199955455_stddev=21.703422512424957	36.0
Nuc-2571031-chr2_27663943_27664107_stddev=15.954903126549928	150.0
Nuc-2715628-chr2_99336142_99336306_stddev=14.836291839794592	47.0
Nuc-2963089-chr20_3204481_3204645_stddev=19.09170122214245	112.0
Nuc-3006940-chr20_33663822_33663986_stddev=23.74844537743451	20.0
Nuc-3053858-chr20_49983014_49983178_stddev=24.55153310442706	47.0
Nuc-3057801-chr20_50958861_50959025_stddev=12.283352167752827	120.0
Nuc-3087658-chr20_63981171_63981335_stddev=14.574471826805219	8.0
Nuc-3213708-chr22_22508546_22508710_stddev=20.126509605216917	22.0
Nuc-3234051-chr22_31081355_31081519_stddev=24.075079801645963	30.0
Nuc-3251030-chr22_39520596_39520760_stddev=20.557480390359125	15.0
Nuc-3472676-chr3_127672998_127673162_stddev=14.239225946502696	1.0
Nuc-3518237-chr3_153162270_153162434_stddev=14.486067577025652	0.0
Nuc-3598548-chr3_197791303_197791467_stddev=22.749184100294254	4.0
Nuc-3358218-chr3_37243304_37243468_stddev=23.861208642539417	5.0
Nuc-3387588-chr3_45995630_45995794_stddev=15.90668052131244	66.0
Nuc-3395546-chr3_48088683_48088847_stddev=14.36402657737624	5.0
Nuc-3398153-chr3_49029204_49029368_stddev=24.276302086092244	30.0
Nuc-3399886-chr3_49689591_49689755_stddev=21.304668241699726	44.0
Nuc-3425309-chr3_69085058_69085222_stddev=22.69181278229967	58.0
Nuc-3293157-chr3_8963254_8963418_stddev=18.25649473475125	47.0
Nuc-3756718-chr4_103019455_103019619_stddev=21.66771792321471	56.0
Nuc-3820859-chr4_151760793_151760957_stddev=17.96774453708645	84.0
Nuc-3844758-chr4_173370987_173371151_stddev=17.059015211904818	50.0
Nuc-3661859-chr4_39527354_39527518_stddev=23.24766830528716	40.0
Nuc-4136074-chr5_150449535_150449699_stddev=14.099014938009754	52.0
Nuc-4186785-chr5_178626850_178627014_stddev=16.38744874757183	21.0
Nuc-4190029-chr5_179907693_179907857_stddev=16.722440013347335	0.0
Nuc-3916481-chr5_31532334_31532498_stddev=16.343906016888646	73.0
Nuc-3945937-chr5_43121652_43121816_stddev=14.582148444397275	2.0
Nuc-4197211-chr6_692911_693075_stddev=13.719853315542407	1.0
Nuc-4379201-chr6_83065637_83065801_stddev=16.007498243010993	62.0
Nuc-4597735-chr7_21427544_21427708_stddev=15.348497935918317	5.0
Nuc-4600135-chr7_22499989_22500153_stddev=19.931828259790365	40.0
Nuc-4643925-chr7_42932415_42932579_stddev=18.135122085644323	31.0
Nuc-4649105-chr7_44582000_44582164_stddev=17.15895544799029	32.0
Nuc-4665382-chr7_55951920_55952084_stddev=13.780773643820664	14.0
Nuc-4682067-chr7_66114870_66115034_stddev=17.570586930945126	31.0
Nuc-5186827-chr8_144787079_144787243_stddev=16.023281877635977	1.0
Nuc-5295297-chr9_104093798_104093962_stddev=10.120843357849134	67.0
Nuc-5345828-chr9_127802951_127803115_stddev=19.54197760946647	1.0
Nuc-5376862-chr9_136800334_136800498_stddev=17.161229687013908	66.0
Nuc-5210939-chr9_35162065_35162229_stddev=14.302901899783167	7.0
Nuc-5580064-chrX_131058275_131058439_stddev=26.583202716502512	6.0
Nuc-287081-chr1_108692360_108692524_stddev=20.20565083379607	41.0
Nuc-344513-chr1_145094792_145094956_stddev=16.703636568405546	23.0
Nuc-373518-chr1_154182988_154183152_stddev=18.76191986946455	47.0
Nuc-383023-chr1_156740872_156741036_stddev=21.50436002302789	119.0
Nuc-447214-chr1_179954846_179955010_stddev=6.649287010761326	9.0
Nuc-478054-chr1_193059677_193059841_stddev=17.924106672300297	44.0
Nuc-505425-chr1_203861635_203861799_stddev=9.415441662405472	178.0
Nuc-515593-chr1_206507565_206507729_stddev=19.153573426387045	3.0
Nuc-73279-chr1_20661174_20661338_stddev=15.997256280525141	17.0
Nuc-520058-chr1_207645178_207645342_stddev=19.867150933145354	71.0
Nuc-596989-chr1_235161052_235161216_stddev=17.71760337595791	100.0
Nuc-86202-chr1_23868103_23868267_stddev=17.342946052438087	7.0
Nuc-617159-chr1_244971121_244971285_stddev=12.332906863995055	61.0
Nuc-627610-chr1_248906272_248906436_stddev=17.07629936490925	33.0
Nuc-96177-chr1_26336254_26336418_stddev=18.92978432771693	87.0
Nuc-168625-chr1_45584079_45584243_stddev=21.253082590991372	168.0
Nuc-198962-chr1_54886996_54887160_stddev=20.390478814818888	18.0
Nuc-22115-chr1_6784800_6784964_stddev=26.39650564381736	0.0
Nuc-1115558-chr11_112086545_112086709_stddev=15.156067141284897	30.0
Nuc-893415-chr11_207745_207909_stddev=22.039226392956717	65.0
Nuc-970941-chr11_36510404_36510568_stddev=18.651963639237863	61.0
Nuc-1063486-chr11_77637591_77637755_stddev=18.586016248782308	54.0
Nuc-1064079-chr11_77821179_77821343_stddev=22.20043636958517	101.0
Nuc-915441-chr11_8682457_8682621_stddev=22.568941996849183	78.0
Nuc-1354541-chr12_107093346_107093510_stddev=17.88664230058609	18.0
Nuc-1369722-chr12_112013478_112013642_stddev=21.388600286653222	8.0
Nuc-1398346-chr12_121888847_121889011_stddev=23.774775996873494	38.0
Nuc-1403741-chr12_123364635_123364799_stddev=28.5798880333706	4.0
Nuc-1244304-chr12_48814877_48815041_stddev=21.421832347972497	21.0
Nuc-1512650-chr13_102846077_102846241_stddev=7.352836818172494	105.0
Nuc-1461790-chr13_45120539_45120703_stddev=14.999446604375109	30.0
Nuc-1465855-chr13_48094893_48095057_stddev=20.00306099024826	22.0
Nuc-1483055-chr13_75481964_75482128_stddev=18.96195020443719	0.0
Nuc-1624947-chr14_100376113_100376277_stddev=18.538432225723813	6.0
Nuc-1535910-chr14_23094926_23095090_stddev=11.278720188295859	59.0
Nuc-1594024-chr14_73645042_73645206_stddev=12.971673292697707	64.0
Nuc-1681463-chr15_40695217_40695381_stddev=19.90493901578757	6.0
Nuc-1767333-chr15_74873154_74873318_stddev=20.393201147961655	74.0
Nuc-1794906-chr15_84601055_84601219_stddev=20.041537444529947	8.0
Nuc-1810447-chr15_90932343_90932507_stddev=18.069310999592652	17.0
Nuc-1841557-chr16_2429465_2429629_stddev=21.651918057196585	2.0
Nuc-1844910-chr16_3400787_3400951_stddev=14.828650946356813	7.0
Nuc-1957758-chr16_58515555_58515719_stddev=24.04220825502054	0.0
Nuc-1982606-chr16_72008805_72008969_stddev=15.53004256987798	21.0
Nuc-2027504-chr16_88706530_88706694_stddev=16.31285919144771	0.0
Nuc-2038413-chr17_2054173_2054337_stddev=20.908530954293912	25.0
Nuc-2100968-chr17_34961263_34961427_stddev=21.988349832233233	78.0
Nuc-2104215-chr17_36544964_36545128_stddev=17.177360926378118	20.0
Nuc-2144468-chr17_50719652_50719816_stddev=23.04639005732907	40.0
Nuc-2161633-chr17_59106551_59106715_stddev=19.6617225423749	11.0
Nuc-2227396-chr17_82418388_82418552_stddev=6.651835354264785	0.0
Nuc-2360582-chr19_1592137_1592301_stddev=17.14523792991714	0.0
Nuc-2412392-chr19_17719518_17719682_stddev=16.38321464860368	0.0
Nuc-2363609-chr19_2427380_2427544_stddev=11.360511629754882	19.0
Nuc-2442496-chr19_33081227_33081391_stddev=15.665299231103122	44.0
Nuc-2473055-chr19_43951260_43951424_stddev=13.29163799588247	67.0
Nuc-2490451-chr19_49085489_49085653_stddev=17.353331590330157	34.0
Nuc-2509044-chr19_56393330_56393494_stddev=20.58579966697903	15.0
Nuc-2765890-chr2_126656187_126656351_stddev=15.964926956724982	2.0
Nuc-2904478-chr2_201451270_201451434_stddev=17.757372075804142	12.0
Nuc-2951895-chr2_240560362_240560526_stddev=22.939534045447004	1.0
Nuc-2654071-chr2_68467617_68467781_stddev=13.741714257828303	6.0
Nuc-2685990-chr2_85611828_85611992_stddev=19.037020861082915	1.0
Nuc-2715632-chr2_99337434_99337598_stddev=18.084767721190442	65.0
Nuc-3000360-chr20_31739350_31739514_stddev=24.69615915498421	56.0
Nuc-3138518-chr21_34073611_34073775_stddev=18.292899313374473	20.0
Nuc-3255055-chr22_40951416_40951580_stddev=11.78473589012499	60.0
Nuc-3262066-chr22_43955488_43955652_stddev=20.578072400298122	6.0
Nuc-3297591-chr3_10141829_10141993_stddev=21.22057787078542	0.0
Nuc-3455929-chr3_114056329_114056493_stddev=21.189245550139983	40.0
Nuc-3530111-chr3_158571253_158571417_stddev=17.223240113288785	74.0
Nuc-3541693-chr3_170181532_170181696_stddev=26.289917522000888	61.0
Nuc-3325706-chr3_19148080_19148244_stddev=18.109044701474453	32.0
Nuc-3594116-chr3_196432228_196432392_stddev=22.452913693624115	19.0
Nuc-3347856-chr3_32570592_32570756_stddev=24.99489743846099	25.0
Nuc-3368942-chr3_40457375_40457539_stddev=13.607342257531757	3.0
Nuc-3399137-chr3_49412439_49412603_stddev=17.399446564208322	36.0
Nuc-3414572-chr3_58332935_58333099_stddev=13.399664936414016	0.0
Nuc-3423101-chr3_66221044_66221208_stddev=20.0049580631262	24.0
Nuc-3759550-chr4_105708828_105708992_stddev=19.258937319246527	31.0
Nuc-3810996-chr4_145098344_145098508_stddev=19.26264779307352	154.0
Nuc-3838328-chr4_168480293_168480457_stddev=18.21341250457279	17.0
Nuc-3667699-chr4_41935181_41935345_stddev=14.842571847835933	53.0
Nuc-3672550-chr4_48016474_48016638_stddev=23.93446699975611	61.0
Nuc-3738040-chr4_87220343_87220507_stddev=12.436505404118419	18.0
Nuc-4057040-chr5_109409711_109409875_stddev=11.761008869985993	25.0
Nuc-4058902-chr5_110738751_110738915_stddev=19.959878123222033	112.0
Nuc-4093314-chr5_133052071_133052235_stddev=18.656087123961967	17.0
Nuc-4182025-chr5_177086913_177087077_stddev=15.58819218309776	2.0
Nuc-3947340-chr5_43483638_43483802_stddev=17.759222955974174	14.0
Nuc-3996625-chr5_72320018_72320182_stddev=14.837431549968477	102.0
Nuc-4250087-chr6_17706692_17706856_stddev=24.399291870605225	21.0
Nuc-4265681-chr6_24774982_24775146_stddev=20.208227259697765	78.0
Nuc-4280339-chr6_31652453_31652617_stddev=14.247249804229831	22.0
Nuc-4289966-chr6_35468440_35468604_stddev=17.792008193443355	22.0
Nuc-4221849-chr6_8102341_8102505_stddev=20.779263167344933	35.0
Nuc-4221849-chr6_8102341_8102505_stddev=20.779263167344933	35.0
Nuc-4384363-chr6_85643117_85643281_stddev=22.277267426480513	15.0
Nuc-4387285-chr6_87589775_87589939_stddev=16.770417811737634	142.0
Nuc-4878535-chr7_139231281_139231445_stddev=23.635157668678143	90.0
Nuc-5124340-chr8_108248519_108248683_stddev=18.693908693000036	82.0
Nuc-5182133-chr8_143246972_143247136_stddev=22.940072222646705	3.0
Nuc-5183354-chr8_143617320_143617484_stddev=19.441172384233145	1.0
Nuc-4973660-chr8_20303761_20303925_stddev=20.115665537088255	6.0
Nuc-5014269-chr8_41529291_41529455_stddev=16.312905317719316	78.0
Nuc-5027306-chr8_48008470_48008634_stddev=16.024319891256404	1.0
Nuc-5039495-chr8_56211083_56211247_stddev=22.961962038995537	33.0
Nuc-5303184-chr9_108934496_108934660_stddev=24.344929770618197	38.0
Nuc-5313274-chr9_113340097_113340261_stddev=19.45287639399377	18.0
Nuc-5254015-chr9_78297165_78297329_stddev=16.328750692369386	11.0
Nuc-5584506-chrX_134991026_134991190_stddev=15.169232017475373	36.0
Nuc-5596798-chrX_152637934_152638098_stddev=17.815379734994167	19.0
Nuc-5505875-chrX_37847337_37847501_stddev=18.90087446536682	8.0
Nuc-371872-chr1_153670788_153670952_stddev=21.7138908433186	109.0
Nuc-380888-chr1_156194146_156194310_stddev=24.56228002446027	76.0
Nuc-405842-chr1_165698363_165698527_stddev=14.692376710818577	16.0
Nuc-459204-chr1_183472552_183472716_stddev=13.199742276238657	6.0
Nuc-461144-chr1_184051771_184051935_stddev=11.088673396125905	7.0
Nuc-501933-chr1_202967047_202967211_stddev=16.557001465261187	31.0
Nuc-512786-chr1_205775263_205775427_stddev=20.493937622866447	72.0
Nuc-539874-chr1_214281262_214281426_stddev=16.973214191778762	5.0
Nuc-129249-chr1_35192943_35193107_stddev=16.69043572585188	38.0
Nuc-131016-chr1_35641320_35641484_stddev=15.577949048916702	71.0
Nuc-12990-chr1_3857013_3857177_stddev=19.39022885449593	4.0
Nuc-654315-chr10_12068989_12069153_stddev=15.748618731969412	14.0
Nuc-807441-chr10_78029316_78029480_stddev=19.75755832867794	153.0
Nuc-829313-chr10_88583121_88583285_stddev=19.225243821600806	13.0
Nuc-1145723-chr11_124622922_124623086_stddev=17.220120335778674	33.0
Nuc-1013527-chr11_62664975_62665139_stddev=25.91243997493377	52.0
Nuc-1013527-chr11_62664975_62665139_stddev=25.91243997493377	52.0
Nuc-1026261-chr11_66257811_66257975_stddev=18.867030602349697	1.0
Nuc-1047455-chr11_72814469_72814633_stddev=17.249603887582836	11.0
Nuc-1094073-chr11_96390054_96390218_stddev=21.24460715883759	108.0
Nuc-1370131-chr12_112125582_112125746_stddev=18.36753192628025	46.0
Nuc-1373093-chr12_113135499_113135663_stddev=21.75930733321495	52.0
Nuc-1373264-chr12_113185086_113185250_stddev=15.411362918816033	4.0
Nuc-1396252-chr12_121352190_121352354_stddev=20.572619837556168	85.0
Nuc-1192119-chr12_19129773_19129937_stddev=29.540096207538276	0.0
Nuc-1180128-chr12_8082314_8082478_stddev=22.698235097540287	99.0
Nuc-1512571-chr13_102799165_102799329_stddev=12.930965800867694	45.0
Nuc-1462319-chr13_45340984_45341148_stddev=17.426631917843448	12.0
Nuc-1538150-chr14_23953802_23953966_stddev=17.32766383227403	26.0
Nuc-1571156-chr14_58426974_58427138_stddev=17.88196837317996	31.0
Nuc-1572481-chr14_59484549_59484713_stddev=14.528936643815335	16.0
Nuc-1690416-chr15_43330068_43330232_stddev=18.352461401843975	21.0
Nuc-1700322-chr15_48877816_48877980_stddev=16.306898250604117	124.0
Nuc-1710992-chr15_52679171_52679335_stddev=9.316949906249123	1.0
Nuc-1741471-chr15_65530529_65530693_stddev=25.729795957216606	20.0
Nuc-1766096-chr15_74541278_74541442_stddev=9.0770093514016	3.0
Nuc-1866863-chr16_11851335_11851499_stddev=16.6317583140023	21.0
Nuc-1872314-chr16_14071385_14071549_stddev=17.772433007329074	0.0
Nuc-1912169-chr16_28936835_28936999_stddev=14.717729792598243	150.0
Nuc-1968660-chr16_67719116_67719280_stddev=21.061253260166854	5.0
Nuc-1994023-chr16_77722561_77722725_stddev=18.844286743125696	29.0
Nuc-2070945-chr17_20156110_20156274_stddev=15.340577998671801	0.0
Nuc-2038345-chr17_2030190_2030354_stddev=15.41557653803451	9.0
Nuc-2082910-chr17_28720032_28720196_stddev=20.33744256901378	61.0
Nuc-2087541-chr17_30116871_30117035_stddev=22.70703563778463	65.0
Nuc-2088633-chr17_30477453_30477617_stddev=17.18462174415823	87.0
Nuc-2107810-chr17_38825115_38825279_stddev=15.709148409446007	25.0
Nuc-2112342-chr17_40177588_40177752_stddev=6.314787661503476	3.0
Nuc-2122244-chr17_43546134_43546298_stddev=19.996693941625484	6.0
Nuc-2130943-chr17_46923191_46923355_stddev=12.74972766593685	62.0
Nuc-2050359-chr17_7843773_7843937_stddev=24.685706047123357	38.0
Nuc-2313694-chr18_36129944_36130108_stddev=18.754728852170015	148.0
Nuc-2326218-chr18_46917636_46917800_stddev=26.078535234939867	0.0
Nuc-2331958-chr18_50287485_50287649_stddev=20.139595472231413	49.0
Nuc-2414666-chr19_18322858_18323022_stddev=21.480558651953167	20.0
Nuc-2419278-chr19_19540708_19540872_stddev=18.702759418774097	53.0
Nuc-2452569-chr19_36528476_36528640_stddev=13.255029327358569	132.0
Nuc-2460205-chr19_39539978_39540142_stddev=19.458102903290477	28.0
Nuc-2502900-chr19_53103217_53103381_stddev=17.26875791711726	87.0
Nuc-2503343-chr19_53365759_53365923_stddev=14.402380755575496	80.0
Nuc-2511716-chr19_58279006_58279170_stddev=17.43325464011063	37.0
Nuc-2511716-chr19_58279006_58279170_stddev=17.43325464011063	37.0
Nuc-2381647-chr19_7888558_7888722_stddev=14.011110751464207	28.0
Nuc-2720403-chr2_101252407_101252571_stddev=15.29915919950244	60.0
Nuc-2544568-chr2_15561106_15561270_stddev=20.63630172404037	84.0
Nuc-2715262-chr2_99180837_99181001_stddev=20.32615296437242	95.0
Nuc-2978332-chr20_18137899_18138063_stddev=16.174345966858176	8.0
Nuc-2980412-chr20_20052261_20052425_stddev=17.99694110666243	68.0
Nuc-2987412-chr20_25248108_25248272_stddev=23.582633219578362	17.0
Nuc-2961496-chr20_2664001_2664165_stddev=19.268246057242706	49.0
Nuc-3009244-chr20_34303153_34303317_stddev=17.242729725744173	13.0
Nuc-3037294-chr20_44475926_44476090_stddev=20.15258155199667	5.0
Nuc-3087574-chr20_63956202_63956366_stddev=16.95941246794932	2.0
Nuc-3123893-chr21_29019157_29019321_stddev=21.790511441654804	99.0
Nuc-3137884-chr21_33915586_33915750_stddev=18.075939691185674	91.0
Nuc-3244354-chr22_37199194_37199358_stddev=18.451553695963216	13.0
Nuc-3266465-chr22_46250060_46250224_stddev=17.271971157176036	4.0
Nuc-3459901-chr3_119498602_119498766_stddev=21.920491246957415	35.0
Nuc-3460069-chr3_119579932_119580096_stddev=17.87497672444382	43.0
Nuc-3463681-chr3_122415870_122416034_stddev=18.452218701283595	44.0
Nuc-3481085-chr3_131381828_131381992_stddev=17.289206652321173	2.0
Nuc-3496655-chr3_141231881_141232045_stddev=25.542281872716583	3.0
Nuc-3534464-chr3_161221349_161221513_stddev=17.47299503678621	7.0
Nuc-3397828-chr3_48918899_48919063_stddev=24.23496097239138	0.0
Nuc-3406520-chr3_52686067_52686231_stddev=19.839438141870954	46.0
Nuc-3634918-chr4_15655138_15655302_stddev=12.803645314258487	24.0
Nuc-3859806-chr4_185203744_185203908_stddev=17.41008647626746	0.0
Nuc-3662348-chr4_39698175_39698339_stddev=21.315744104899604	22.0
Nuc-4050186-chr5_103258802_103258966_stddev=19.4996586224101	8.0
Nuc-3991037-chr5_69234899_69235063_stddev=14.645934635950832	52.0
Nuc-4226866-chr6_10887087_10887251_stddev=19.097281818088828	127.0
Nuc-4421565-chr6_110180459_110180623_stddev=18.010760672442462	97.0
Nuc-4269636-chr6_26172104_26172268_stddev=13.122668443702041	84.0
Nuc-4280361-chr6_31665657_31665821_stddev=11.995369476964388	16.0
Nuc-4839006-chr7_128343693_128343857_stddev=21.909963605408194	127.0
Nuc-4904073-chr7_149126452_149126616_stddev=20.942090733650513	124.0
Nuc-4626549-chr7_33109194_33109358_stddev=21.63583543568401	0.0
Nuc-4665687-chr7_56051814_56051978_stddev=15.16684850909966	63.0
Nuc-5045487-chr8_60281196_60281360_stddev=24.277761886595357	1.0
Nuc-5295878-chr9_104764420_104764584_stddev=11.977989072553965	45.0
Nuc-5205145-chr9_32552392_32552556_stddev=21.98930221186443	30.0
Nuc-5289287-chr9_99222315_99222479_stddev=20.826498878965605	56.0
Nuc-5499705-chrX_23743074_23743238_stddev=18.141802556526734	11.0
Nuc-5521710-chrX_49123533_49123697_stddev=15.827331988361857	86.0
Nuc-5542389-chrX_72238814_72238978_stddev=15.493950432346168	59.0
