accession	dataset	biosample_name	target_name	assay_term_name	assembly	output_type	file_format	file_format_type	derived_from
ENCFF845VHM	/experiments/ENCSR138SFL/	K562	MCM2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF741JEM/|/files/ENCFF640CQW/|/files/ENCFF001TDO/|/files/ENCFF618BMZ/
ENCFF663KFV	/experiments/ENCSR219BXP/	K562	DPF2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF403MEX/|/files/ENCFF209OUR/|/files/ENCFF400FLC/|/files/ENCFF001TDO/
ENCFF483XQO	/experiments/ENCSR000EGI/	K562	MAFF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF864KPF/|/files/ENCFF583NBG/|/files/ENCFF001TDO/|/files/ENCFF755LJZ/
ENCFF221GAR	/experiments/ENCSR000BLP/	K562	MAX	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF609KEQ/|/files/ENCFF280XEL/|/files/ENCFF922CBN/
ENCFF645NAR	/experiments/ENCSR000EEC/	HepG2	MAFF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF003CWL/|/files/ENCFF611VKE/|/files/ENCFF175OAK/|/files/ENCFF001TDO/
ENCFF575XQE	/experiments/ENCSR000BJN/	HepG2	TAF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF999FLX/|/files/ENCFF243XCD/|/files/ENCFF602IZZ/|/files/ENCFF001TDO/
ENCFF503HUG	/experiments/ENCSR000BPZ/	A549	ZBTB33	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF327NKC/|/files/ENCFF903RWE/|/files/ENCFF213KTM/
ENCFF362ZTW	/experiments/ENCSR177DNR/	K562	FIP1L1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF341OFU/|/files/ENCFF001TDO/|/files/ENCFF255AOS/|/files/ENCFF272ULK/
ENCFF883WDT	/experiments/ENCSR000BNV/	K562	MEF2A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF435ESC/|/files/ENCFF825VQR/|/files/ENCFF001TDO/|/files/ENCFF307TQZ/
ENCFF116TSU	/experiments/ENCSR000BJM/	HepG2	POLR2A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF856HRW/|/files/ENCFF680IKB/|/files/ENCFF078TDL/
ENCFF449AHL	/experiments/ENCSR377BLZ/	K562	GTF2F1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF583UDD/|/files/ENCFF001TDO/|/files/ENCFF498CHM/|/files/ENCFF559OHC/
ENCFF540MNX	/experiments/ENCSR547LKC/	K562	GATAD2B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF418WIA/|/files/ENCFF198CPZ/|/files/ENCFF849HOO/
ENCFF754RXP	/experiments/ENCSR125DAD/	HepG2	MLX	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF646XAL/|/files/ENCFF001TDO/|/files/ENCFF162RWS/|/files/ENCFF134RAA/
ENCFF479RVS	/experiments/ENCSR000BQP/	A549	REST	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF719IGT/|/files/ENCFF621APS/|/files/ENCFF792BHA/
ENCFF083OZJ	/experiments/ENCSR696MBC/	HepG2	SRSF4	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF214BMQ/|/files/ENCFF657EZC/|/files/ENCFF553DKF/
ENCFF085MCZ	/experiments/ENCSR000DMM/	MCF-7	MYC	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF434LJJ/|/files/ENCFF844RNW/|/files/ENCFF001TDO/|/files/ENCFF673PRZ/
ENCFF219BHC	/experiments/ENCSR000DYE/	A549	RAD21	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF425OPL/|/files/ENCFF907WEZ/|/files/ENCFF067TKW/
ENCFF684MOG	/experiments/ENCSR000EDO/	HepG2	CEBPZ	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF884XPS/|/files/ENCFF001TDO/|/files/ENCFF038ZOH/|/files/ENCFF929SGA/
ENCFF173ASR	/experiments/ENCSR000BPU/	A549	ETS1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF998WPB/|/files/ENCFF276JRH/|/files/ENCFF394JUH/|/files/ENCFF001TDO/
ENCFF227WQY	/experiments/ENCSR435OQD/	MCF-7	ZFX	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF795HRT/|/files/ENCFF001TDO/|/files/ENCFF222IPA/|/files/ENCFF340IJR/
ENCFF650LIT	/experiments/ENCSR792MZV/	HepG2	MYRF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF023ZKG/|/files/ENCFF133TBZ/|/files/ENCFF001TDO/|/files/ENCFF015GGC/
ENCFF795LBM	/experiments/ENCSR737LTZ/	K562	MYNN	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF361PJU/|/files/ENCFF643XPE/|/files/ENCFF004MPD/|/files/ENCFF001TDO/
ENCFF277TYM	/experiments/ENCSR513XQX/	A549	SIN3A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF440YTM/|/files/ENCFF051GOZ/|/files/ENCFF894UDN/
ENCFF565FCW	/experiments/ENCSR604UJV/	HepG2	IRF2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF322KIX/|/files/ENCFF001TDO/|/files/ENCFF671KFL/|/files/ENCFF652QAE/
ENCFF836FKF	/experiments/ENCSR998AJK/	K562	NRF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF406JKC/|/files/ENCFF113EKC/|/files/ENCFF288BMB/
ENCFF380MAU	/experiments/ENCSR288IJC/	MCF-7	MAZ	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF184RLT/|/files/ENCFF386ILV/|/files/ENCFF917ALR/
ENCFF330BYY	/experiments/ENCSR176EXN/	MCF-7	JUN	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF595WOT/|/files/ENCFF344TGN/|/files/ENCFF001TDO/|/files/ENCFF960PAB/
ENCFF844WXL	/experiments/ENCSR062HDL/	MCF-7	HSF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF663REE/|/files/ENCFF232NKH/|/files/ENCFF569FCI/
ENCFF049VMN	/experiments/ENCSR387JKT/	HepG2	KDM3A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF195MZT/|/files/ENCFF572AIP/|/files/ENCFF513UXW/
ENCFF424MNR	/experiments/ENCSR219NRT/	HepG2	GTF2F1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF401ZKP/|/files/ENCFF266NSN/|/files/ENCFF808UFI/
ENCFF598JSJ	/experiments/ENCSR173EEH/	MCF-7	COPS2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF814THZ/|/files/ENCFF001TDO/|/files/ENCFF325AWC/|/files/ENCFF981ETO/
ENCFF238SQE	/experiments/ENCSR417DKD/	MCF-7	NFXL1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF447SAN/|/files/ENCFF001TDO/|/files/ENCFF842DAK/|/files/ENCFF875DOP/
ENCFF979IOQ	/experiments/ENCSR000BPI/	HepG2	POLR2AphosphoS5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF198UGH/|/files/ENCFF001TDO/|/files/ENCFF764SZC/|/files/ENCFF261HIN/
ENCFF879HIG	/experiments/ENCSR000BKR/	K562	POLR2AphosphoS5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF065RJC/|/files/ENCFF306TSB/|/files/ENCFF519QQX/
ENCFF553QDJ	/experiments/ENCSR000EED/	HepG2	CHD2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF624UAC/|/files/ENCFF001TDO/|/files/ENCFF611GBW/|/files/ENCFF228GBX/
ENCFF561PGE	/experiments/ENCSR000EGQ/	K562	NFYB	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF180NNF/|/files/ENCFF001TDO/|/files/ENCFF193FRQ/|/files/ENCFF570JVX/
ENCFF400MGW	/experiments/ENCSR503VTG/	MCF-7	ZNF24	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF239APD/|/files/ENCFF001TDO/|/files/ENCFF020XZH/|/files/ENCFF372IMH/
ENCFF217YYT	/experiments/ENCSR362NWP/	HepG2	ZNF24	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF395YWQ/|/files/ENCFF001TDO/|/files/ENCFF859ZGV/|/files/ENCFF960SGY/
ENCFF934CSS	/experiments/ENCSR558OMR/	HepG2	TFDP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF179NKW/|/files/ENCFF001TDO/|/files/ENCFF662KYW/|/files/ENCFF155FKN/
ENCFF774OPQ	/experiments/ENCSR000EGN/	K562	JUND	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF844LUC/|/files/ENCFF159IRT/|/files/ENCFF367HPL/
ENCFF390IMT	/experiments/ENCSR000EZU/	K562	MYC	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF987HSI/|/files/ENCFF934ENB/|/files/ENCFF162CMX/
ENCFF852LYH	/experiments/ENCSR238QRG/	HepG2	TBX3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF968MAD/|/files/ENCFF408HFJ/|/files/ENCFF447RTB/
ENCFF773PSQ	/experiments/ENCSR201GGK/	HepG2	NFIL3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF570UEL/|/files/ENCFF466HDE/|/files/ENCFF045KZV/
ENCFF633OQQ	/experiments/ENCSR387SYS/	K562	DEAF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF671XXI/|/files/ENCFF774DGH/|/files/ENCFF433RNR/
ENCFF652JEE	/experiments/ENCSR568PGX/	K562	HDAC1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF536DPF/|/files/ENCFF079BZJ/|/files/ENCFF849NGF/
ENCFF715NLX	/experiments/ENCSR000EWM/	K562	GATA1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF830VFD/|/files/ENCFF281ONW/|/files/ENCFF942MUF/
ENCFF613OYP	/experiments/ENCSR143CEO/	K562	ZC3H8	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF230KHP/|/files/ENCFF851WZS/|/files/ENCFF355RVT/
ENCFF479UXX	/experiments/ENCSR959OMS/	HepG2	SAP130	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF545JRB/|/files/ENCFF477WZN/|/files/ENCFF286WLG/
ENCFF804FBI	/experiments/ENCSR092OVN/	HepG2	FOXA3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF989VOY/|/files/ENCFF001TDO/|/files/ENCFF163JZZ/|/files/ENCFF757ICS/
ENCFF460FQG	/experiments/ENCSR031ING/	HepG2	KDM6A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF015FPS/|/files/ENCFF332ODB/|/files/ENCFF001TDO/|/files/ENCFF260NVN/
ENCFF315DYP	/experiments/ENCSR715UCI/	HepG2	SOX13	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF392AII/|/files/ENCFF776IIB/|/files/ENCFF946XJQ/
ENCFF762ERZ	/experiments/ENCSR531VIJ/	HepG2	MIER3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF999DBF/|/files/ENCFF001TDO/|/files/ENCFF859UXT/|/files/ENCFF305FQG/
ENCFF507VVT	/experiments/ENCSR396SOH/	HepG2	ZNF792	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF961TXA/|/files/ENCFF001TDO/|/files/ENCFF762QPC/|/files/ENCFF844WZL/
ENCFF810LYT	/experiments/ENCSR497JLX/	HepG2	TEAD1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF738WOB/|/files/ENCFF047LKQ/|/files/ENCFF001TDO/|/files/ENCFF406HNE/
ENCFF360FDG	/experiments/ENCSR949NVY/	K562	ZNF639	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF765UQI/|/files/ENCFF530RTW/|/files/ENCFF755JDJ/
ENCFF063BGI	/experiments/ENCSR760UVO/	K562	KLF16	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF077SAE/|/files/ENCFF373FDW/|/files/ENCFF939WYL/
ENCFF594VQM	/experiments/ENCSR798IJO/	HepG2	NR2F6	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF306AEJ/|/files/ENCFF121LCB/|/files/ENCFF001TDO/|/files/ENCFF761MOS/
ENCFF600QVD	/experiments/ENCSR000BRW/	K562	TRIM28	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF721WZY/|/files/ENCFF140YDA/|/files/ENCFF700BWV/
ENCFF355QAJ	/experiments/ENCSR000BNU/	K562	ATF3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF251XOI/|/files/ENCFF015HEH/|/files/ENCFF146YXX/
ENCFF076BOS	/experiments/ENCSR928API/	HepG2	RFX1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF458YFL/|/files/ENCFF001TDO/|/files/ENCFF905UQM/|/files/ENCFF523TOV/
ENCFF252DIG	/experiments/ENCSR000BID/	HepG2	BHLHE40	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF626BVG/|/files/ENCFF001TDO/|/files/ENCFF333ZRM/|/files/ENCFF215GXO/
ENCFF701ZUX	/experiments/ENCSR000BPE/	A549	SP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF831GEW/|/files/ENCFF001TDO/|/files/ENCFF075ZQI/|/files/ENCFF753PAD/
ENCFF966SQD	/experiments/ENCSR791OZM/	K562	RBM25	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF681CMB/|/files/ENCFF001TDO/|/files/ENCFF199EYR/|/files/ENCFF897BPO/
ENCFF641YZX	/experiments/ENCSR000EFP/	K562	ZNF384	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF913KLO/|/files/ENCFF319WWO/|/files/ENCFF001TDO/|/files/ENCFF722BEI/
ENCFF519DOC	/experiments/ENCSR000EHB/	K562	TAL1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF056GMV/|/files/ENCFF001TDO/|/files/ENCFF028EAN/|/files/ENCFF567HZK/
ENCFF899TLF	/experiments/ENCSR000DYF/	A549	POLR2AphosphoS2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF168YSB/|/files/ENCFF001TDO/|/files/ENCFF900EDP/|/files/ENCFF047LZG/
ENCFF999ZXB	/experiments/ENCSR000EDS/	HepG2	MAX	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF447AAX/|/files/ENCFF617LWA/|/files/ENCFF969FOU/|/files/ENCFF001TDO/
ENCFF985NLY	/experiments/ENCSR000BNK/	K562	CTCFL	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF504VLL/|/files/ENCFF001TDO/|/files/ENCFF035SJF/|/files/ENCFF233FNU/
ENCFF054SFP	/experiments/ENCSR000DMO/	MCF-7	CTCF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF731UAI/|/files/ENCFF001TDO/|/files/ENCFF569FYX/|/files/ENCFF657PRI/
ENCFF100UTE	/experiments/ENCSR899GSH/	K562	RBM34	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF144QTJ/|/files/ENCFF686LNT/|/files/ENCFF934BOE/
ENCFF596XCU	/experiments/ENCSR000EEI/	HepG2	JUND	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF716IBZ/|/files/ENCFF001TDO/|/files/ENCFF185JWL/|/files/ENCFF951EMI/
ENCFF005KSQ	/experiments/ENCSR000EFW/	K562	UBTF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF696JUU/|/files/ENCFF377VMB/|/files/ENCFF976ZTX/
ENCFF857RDC	/experiments/ENCSR000BRK/	K562	TEAD4	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF835OES/|/files/ENCFF740XZM/|/files/ENCFF001TDO/|/files/ENCFF318EUW/
ENCFF339UEX	/experiments/ENCSR000BPT/	A549	ELF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF200DAE/|/files/ENCFF386WPS/|/files/ENCFF731JIX/
ENCFF061QPF	/experiments/ENCSR000BLS/	HepG2	RAD21	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF374LID/|/files/ENCFF001TDO/|/files/ENCFF415ZQD/|/files/ENCFF020QWB/
ENCFF933NQN	/experiments/ENCSR000DNA/	A549	CTCF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF537TSK/|/files/ENCFF290ZCZ/|/files/ENCFF865ANK/|/files/ENCFF001TDO/
ENCFF480MZT	/experiments/ENCSR000BPX/	A549	FOXA1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF432ZAJ/|/files/ENCFF953BDX/|/files/ENCFF001TDO/|/files/ENCFF119XQX/
ENCFF786XDZ	/experiments/ENCSR000BMZ/	HepG2	ELF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF875YOA/|/files/ENCFF648CTU/|/files/ENCFF058SVD/
ENCFF317FBN	/experiments/ENCSR000EEH/	HepG2	NRF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF864QJF/|/files/ENCFF001TDO/|/files/ENCFF228KKV/|/files/ENCFF966VOH/
ENCFF142VQA	/experiments/ENCSR000BLI/	K562	E2F6	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF373HDQ/|/files/ENCFF072IAO/|/files/ENCFF318UXE/
ENCFF052NLP	/experiments/ENCSR000BKS/	K562	TAF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF713KSL/|/files/ENCFF847XRL/|/files/ENCFF001TDO/|/files/ENCFF697OMD/
ENCFF835XXH	/experiments/ENCSR508LMH/	HepG2	ASH2L	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF893PID/|/files/ENCFF001TDO/|/files/ENCFF995XHS/|/files/ENCFF050AUQ/
ENCFF318KNL	/experiments/ENCSR815ZDS/	K562	SREBF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF826WTJ/|/files/ENCFF716GBZ/|/files/ENCFF554XAI/
ENCFF517JWG	/experiments/ENCSR923UTX/	HepG2	NONO	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF572LJS/|/files/ENCFF170DYF/|/files/ENCFF001TDO/|/files/ENCFF246YPT/
ENCFF737ZGG	/experiments/ENCSR028UIU/	K562	ATF3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF164BVB/|/files/ENCFF263MQY/|/files/ENCFF001TDO/|/files/ENCFF034DTN/
ENCFF295KEI	/experiments/ENCSR222MYK/	K562	SRSF7	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF037TEH/|/files/ENCFF001TDO/|/files/ENCFF128NOD/|/files/ENCFF087ZHG/
ENCFF236SQL	/experiments/ENCSR000BMO/	HepG2	FOXA1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF997MQT/|/files/ENCFF001TDO/|/files/ENCFF596END/|/files/ENCFF251GTF/
ENCFF131TQV	/experiments/ENCSR315NNL/	K562	CHAMP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF363BOT/|/files/ENCFF001TDO/|/files/ENCFF553YOE/|/files/ENCFF689MDM/
ENCFF536XBS	/experiments/ENCSR431TLD/	MCF-7	SMARCE1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF967VMV/|/files/ENCFF357IME/|/files/ENCFF636YBB/
ENCFF298ESK	/experiments/ENCSR000EDQ/	HepG2	RCOR1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF119GVR/|/files/ENCFF001TDO/|/files/ENCFF531FFM/|/files/ENCFF827IXZ/
ENCFF595PYC	/experiments/ENCSR659SCK/	HepG2	TOE1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF266RBJ/|/files/ENCFF797HUX/|/files/ENCFF940CQO/
ENCFF019XTP	/experiments/ENCSR000AUC/	K562	SUZ12	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF809XWY/|/files/ENCFF692UFO/|/files/ENCFF731WWO/
ENCFF053DXA	/experiments/ENCSR660RNO/	K562	KDM4B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF057VLD/|/files/ENCFF242KBX/|/files/ENCFF001TDO/|/files/ENCFF529YAS/
ENCFF840ZOF	/experiments/ENCSR000BRD/	A549	FOXA1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF605IMH/|/files/ENCFF591IMY/|/files/ENCFF001TDO/|/files/ENCFF420TYJ/
ENCFF236LMH	/experiments/ENCSR000DMN/	MCF-7	POLR2A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF824QGC/|/files/ENCFF192XNZ/|/files/ENCFF763KGX/
ENCFF168KBY	/experiments/ENCSR414TYY/	K562	RUNX1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF246CBF/|/files/ENCFF001TDO/|/files/ENCFF083XOF/|/files/ENCFF401PPU/
ENCFF736WQJ	/experiments/ENCSR210HBN/	HepG2	IKZF5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF243RSC/|/files/ENCFF001TDO/|/files/ENCFF544WYW/|/files/ENCFF654CCR/
ENCFF992MSA	/experiments/ENCSR485OYR/	HepG2	ZBTB25	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF726PBL/|/files/ENCFF644ZTR/|/files/ENCFF001TDO/|/files/ENCFF845VKC/
ENCFF683THQ	/experiments/ENCSR348JOJ/	MCF-7	MTA1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF007YBE/|/files/ENCFF001TDO/|/files/ENCFF232YBQ/|/files/ENCFF078PIE/
ENCFF733OPI	/experiments/ENCSR562POI/	HepG2	THAP11	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF759HEQ/|/files/ENCFF711TLW/|/files/ENCFF440VUE/
ENCFF139ZSW	/experiments/ENCSR455DOO/	HepG2	RCOR2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF110NII/|/files/ENCFF001TDO/|/files/ENCFF880UOV/|/files/ENCFF474DRG/
ENCFF979PKG	/experiments/ENCSR765MKZ/	HepG2	DRAP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF503ZGC/|/files/ENCFF759NHQ/|/files/ENCFF083IKY/
ENCFF016NAS	/experiments/ENCSR430JGJ/	HepG2	THRB	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF155JYJ/|/files/ENCFF001TDO/|/files/ENCFF578AZP/|/files/ENCFF355MCH/
ENCFF423DWX	/experiments/ENCSR327RFM/	HepG2	PAF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF430XML/|/files/ENCFF524AXD/|/files/ENCFF915ZUN/
ENCFF712GHT	/experiments/ENCSR000EGF/	K562	POLR2AphosphoS2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF039RTS/|/files/ENCFF388ATO/|/files/ENCFF932UHC/
ENCFF780MBM	/experiments/ENCSR000EFN/	K562	HCFC1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF386FIZ/|/files/ENCFF912AHN/|/files/ENCFF317AIN/
ENCFF213GUJ	/experiments/ENCSR578CXC/	HepG2	ZNF644	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF297DLQ/|/files/ENCFF731YUJ/|/files/ENCFF001TDO/|/files/ENCFF416HWH/
ENCFF582HCK	/experiments/ENCSR710WLO/	K562	MGA	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF207RUE/|/files/ENCFF230QTS/|/files/ENCFF189YFO/
